audit_id,item_id,system,score,judge_pass1_raw,judge_pass2_raw,is_refusal
89,graphrag_pre|ridgecrest_narrative|B18,graphrag_pre,2,2,2,False
90,graphrag_pre|qiaojia_narrative|B13,graphrag_pre,1,1,1,False
91,graphrag_post2|maduo_narrative|C12,graphrag_post2,0,0,0,False
92,vector_rag|qiaojia_only|D2,vector_rag,3,3,3,True
93,graphrag_pre|qiaojia_narrative|C8,graphrag_pre,0,0,0,False
94,graphrag_post2|qiaojia_only|E12,graphrag_post2,0,0,0,False
95,vector_rag|maduo_only|D18,vector_rag,3,3,3,True
96,graphrag_post2|maduo_narrative|E7,graphrag_post2,1,1,1,True
97,graphrag_post2|ridgecrest_only|E10,graphrag_post2,2,2,2,False
98,graphrag_post2|maduo_narrative|E11,graphrag_post2,1,2,2,True
99,vector_rag|ridgecrest_only|A18,vector_rag,2,2,2,False
100,graphrag_pre|qiaojia_narrative|B16,graphrag_pre,1,1,1,False
101,graphrag_pre|ridgecrest_narrative|C17,graphrag_pre,1,1,1,False
102,graphrag_pre|maduo_only|A16,graphrag_pre,1,1,2,False
103,graphrag_pre|maduo_only|E19,graphrag_pre,0,0,0,False
104,vector_rag|qiaojia_only|D4,vector_rag,3,3,3,True
105,graphrag_pre|maduo_only|A3,graphrag_pre,0,0,0,False
106,graphrag_pre|maduo_only|C13,graphrag_pre,1,1,1,False
107,graphrag_pre|maduo_only|B11,graphrag_pre,1,1,1,True
108,graphrag_post2|maduo_only|E9,graphrag_post2,1,1,1,True
109,graphrag_pre|qiaojia_narrative|A6,graphrag_pre,2,2,2,False
110,vector_rag|ridgecrest_only|D10,vector_rag,3,3,3,True
111,vector_rag|qiaojia_only|A9,vector_rag,2,2,2,False
112,graphrag_post2|qiaojia_only|A3,graphrag_post2,2,2,2,False
113,graphrag_post2|maduo_only|E13,graphrag_post2,1,1,1,True
114,vector_rag|maduo_only|E20,vector_rag,1,1,1,True
115,graphrag_post2|qiaojia_narrative|B5,graphrag_post2,1,1,1,True
116,graphrag_post2|qiaojia_narrative|A1,graphrag_post2,2,2,2,False
117,vector_rag|qiaojia_only|E2,vector_rag,1,1,1,True
118,vector_rag|maduo_only|E7,vector_rag,1,1,1,True
119,graphrag_pre|qiaojia_only|E9,graphrag_pre,2,2,2,False
120,vector_rag|ridgecrest_only|D15,vector_rag,3,3,3,True
121,vector_rag|ridgecrest_only|B7,vector_rag,1,1,1,True
122,graphrag_post2|qiaojia_narrative|B6,graphrag_post2,0,0,0,False
123,graphrag_pre|ridgecrest_narrative|E20,graphrag_pre,2,2,2,False
124,graphrag_post2|maduo_only|C3,graphrag_post2,1,1,1,True
125,graphrag_post2|qiaojia_only|D9,graphrag_post2,3,3,3,True
126,graphrag_post2|ridgecrest_narrative|B5,graphrag_post2,1,1,1,True
127,vector_rag|ridgecrest_only|B9,vector_rag,1,1,1,True
128,vector_rag|maduo_only|C15,vector_rag,1,1,1,True
129,graphrag_pre|ridgecrest_narrative|A19,graphrag_pre,2,2,2,False
130,graphrag_post2|qiaojia_narrative|C15,graphrag_post2,0,0,0,False
131,graphrag_post2|ridgecrest_only|D15,graphrag_post2,3,3,3,True
132,graphrag_pre|qiaojia_only|B2,graphrag_pre,0,0,0,False
133,vector_rag|qiaojia_only|E5,vector_rag,1,1,1,True
134,vector_rag|ridgecrest_only|C10,vector_rag,1,1,1,True
135,vector_rag|maduo_only|B9,vector_rag,1,1,1,True
136,graphrag_pre|ridgecrest_only|E12,graphrag_pre,0,0,0,False
137,graphrag_pre|qiaojia_only|C13,graphrag_pre,1,1,1,False
138,vector_rag|maduo_only|D16,vector_rag,3,3,3,True
139,graphrag_post2|ridgecrest_narrative|A9,graphrag_post2,2,2,2,False
140,graphrag_post2|ridgecrest_only|C10,graphrag_post2,1,1,1,True
141,vector_rag|maduo_only|A19,vector_rag,1,1,1,False
142,vector_rag|qiaojia_only|E4,vector_rag,1,1,1,True
143,graphrag_pre|maduo_narrative|E9,graphrag_pre,0,0,0,False
144,graphrag_post2|maduo_narrative|A4,graphrag_post2,1,1,1,False
145,graphrag_post2|qiaojia_narrative|E3,graphrag_post2,2,2,2,False
146,vector_rag|maduo_only|E10,vector_rag,1,1,1,True
147,vector_rag|ridgecrest_only|E20,vector_rag,1,1,1,True
148,graphrag_post2|qiaojia_only|B1,graphrag_post2,0,0,0,False
149,graphrag_post2|maduo_narrative|A5,graphrag_post2,0,0,1,False
150,vector_rag|qiaojia_only|A7,vector_rag,1,1,1,True
